"BehaviorSpace results (NetLogo 7.0.3)","Table version 2.0"
"Granovetter's_threshold_model_of_collective_behaviour.nlogo"
"diversity-effect"
"05/25/2026 20:16:35:455 +0900"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","network","threshold-distribution","number-of-agents","mean-threshold","sd-threshold","[step]","final-proportion","ticks"
"548","fully connected","normal","100","25","28","2","92","2"
"548","fully connected","normal","100","25","28","3","100","3"
"547","fully connected","normal","100","25","28","2","81","2"
"549","fully connected","normal","100","25","28","0","0","0"
"547","fully connected","normal","100","25","28","3","99","3"
"547","fully connected","normal","100","25","28","4","100","4"
"549","fully connected","normal","100","25","28","1","41","1"
"549","fully connected","normal","100","25","28","2","90","2"
"549","fully connected","normal","100","25","28","3","99","3"
"549","fully connected","normal","100","25","28","4","100","4"
"550","fully connected","normal","100","25","28","0","0","0"
"550","fully connected","normal","100","25","28","1","43","1"
"551","fully connected","normal","100","25","28","0","0","0"
"551","fully connected","normal","100","25","28","1","27","1"
"550","fully connected","normal","100","25","28","2","85","2"
"551","fully connected","normal","100","25","28","2","73","2"
"550","fully connected","normal","100","25","28","3","100","3"
"551","fully connected","normal","100","25","28","3","100","3"
"553","fully connected","normal","100","25","28","0","0","0"
"553","fully connected","normal","100","25","28","1","50","1"
"553","fully connected","normal","100","25","28","2","91","2"
"553","fully connected","normal","100","25","28","3","98","3"
"554","fully connected","normal","100","25","28","0","0","0"
"553","fully connected","normal","100","25","28","4","100","4"
"554","fully connected","normal","100","25","28","1","31","1"
"554","fully connected","normal","100","25","28","2","79","2"
"555","fully connected","normal","100","25","28","0","0","0"
"554","fully connected","normal","100","25","28","3","96","3"
"555","fully connected","normal","100","25","28","1","30","1"
"554","fully connected","normal","100","25","28","4","98","4"
"555","fully connected","normal","100","25","28","2","88","2"
"555","fully connected","normal","100","25","28","3","100","3"
"557","fully connected","normal","100","25","28","0","0","0"
"557","fully connected","normal","100","25","28","1","24","1"
"556","fully connected","normal","100","25","28","0","0","0"
"557","fully connected","normal","100","25","28","2","53","2"
"556","fully connected","normal","100","25","28","1","39","1"
"557","fully connected","normal","100","25","28","3","91","3"
"556","fully connected","normal","100","25","28","2","81","2"
"557","fully connected","normal","100","25","28","4","100","4"
"556","fully connected","normal","100","25","28","3","94","3"
"556","fully connected","normal","100","25","28","4","96","4"
"558","fully connected","normal","100","25","28","0","0","0"
"558","fully connected","normal","100","25","28","1","34","1"
"558","fully connected","normal","100","25","28","2","71","2"
"558","fully connected","normal","100","25","28","3","98","3"
"558","fully connected","normal","100","25","28","4","100","4"
"559","fully connected","normal","100","25","28","0","0","0"
"559","fully connected","normal","100","25","28","1","39","1"
"559","fully connected","normal","100","25","28","2","89","2"
"560","fully connected","normal","100","25","28","0","0","0"
"559","fully connected","normal","100","25","28","3","98","3"
"560","fully connected","normal","100","25","28","1","43","1"
"560","fully connected","normal","100","25","28","2","90","2"
"560","fully connected","normal","100","25","28","3","99","3"
"560","fully connected","normal","100","25","28","4","100","4"
"561","fully connected","normal","100","25","29","0","0","0"
"561","fully connected","normal","100","25","29","1","38","1"
"561","fully connected","normal","100","25","29","2","91","2"
"561","fully connected","normal","100","25","29","3","100","3"
"562","fully connected","normal","100","25","29","0","0","0"
"562","fully connected","normal","100","25","29","1","28","1"
"562","fully connected","normal","100","25","29","2","81","2"
"562","fully connected","normal","100","25","29","3","98","3"
"563","fully connected","normal","100","25","29","0","0","0"
"563","fully connected","normal","100","25","29","1","34","1"
"563","fully connected","normal","100","25","29","2","78","2"
"563","fully connected","normal","100","25","29","3","99","3"
"564","fully connected","normal","100","25","29","0","0","0"
"563","fully connected","normal","100","25","29","4","100","4"
"564","fully connected","normal","100","25","29","1","28","1"
"564","fully connected","normal","100","25","29","2","66","2"
"564","fully connected","normal","100","25","29","3","98","3"
"565","fully connected","normal","100","25","29","0","0","0"
"564","fully connected","normal","100","25","29","4","99","4"
"565","fully connected","normal","100","25","29","1","28","1"
"564","fully connected","normal","100","25","29","5","100","5"
"565","fully connected","normal","100","25","29","2","75","2"
"565","fully connected","normal","100","25","29","3","96","3"
"565","fully connected","normal","100","25","29","4","100","4"
"566","fully connected","normal","100","25","29","0","0","0"
"566","fully connected","normal","100","25","29","1","56","1"
"566","fully connected","normal","100","25","29","2","97","2"
"566","fully connected","normal","100","25","29","3","99","3"
"566","fully connected","normal","100","25","29","4","100","4"
"567","fully connected","normal","100","25","29","0","0","0"
"567","fully connected","normal","100","25","29","1","43","1"
"567","fully connected","normal","100","25","29","2","94","2"
"567","fully connected","normal","100","25","29","3","100","3"
"568","fully connected","normal","100","25","29","0","0","0"
"568","fully connected","normal","100","25","29","1","42","1"
"568","fully connected","normal","100","25","29","2","94","2"
"568","fully connected","normal","100","25","29","3","100","3"
"569","fully connected","normal","100","25","29","0","0","0"
"569","fully connected","normal","100","25","29","1","51","1"
"569","fully connected","normal","100","25","29","2","97","2"
"569","fully connected","normal","100","25","29","3","100","3"
"570","fully connected","normal","100","25","29","0","0","0"
"570","fully connected","normal","100","25","29","1","31","1"
"570","fully connected","normal","100","25","29","2","77","2"
"570","fully connected","normal","100","25","29","3","98","3"
"571","fully connected","normal","100","25","29","0","0","0"
"571","fully connected","normal","100","25","29","1","26","1"
"571","fully connected","normal","100","25","29","2","72","2"
"571","fully connected","normal","100","25","29","3","93","3"
"571","fully connected","normal","100","25","29","4","97","4"
"552","fully connected","normal","100","25","28","0","0","0"
"572","fully connected","normal","100","25","29","0","0","0"
"572","fully connected","normal","100","25","29","1","43","1"
"572","fully connected","normal","100","25","29","2","89","2"
"573","fully connected","normal","100","25","29","0","0","0"
"572","fully connected","normal","100","25","29","3","98","3"
"573","fully connected","normal","100","25","29","1","26","1"
"572","fully connected","normal","100","25","29","4","100","4"
"573","fully connected","normal","100","25","29","2","74","2"
"573","fully connected","normal","100","25","29","3","99","3"
"573","fully connected","normal","100","25","29","4","100","4"
"574","fully connected","normal","100","25","29","0","0","0"
"574","fully connected","normal","100","25","29","1","30","1"
"574","fully connected","normal","100","25","29","2","67","2"
"574","fully connected","normal","100","25","29","3","99","3"
"575","fully connected","normal","100","25","29","0","0","0"
"574","fully connected","normal","100","25","29","4","100","4"
"575","fully connected","normal","100","25","29","1","38","1"
"575","fully connected","normal","100","25","29","2","79","2"
"575","fully connected","normal","100","25","29","3","99","3"
"575","fully connected","normal","100","25","29","4","100","4"
"576","fully connected","normal","100","25","29","0","0","0"
"576","fully connected","normal","100","25","29","1","43","1"
"576","fully connected","normal","100","25","29","2","93","2"
"576","fully connected","normal","100","25","29","3","98","3"
"577","fully connected","normal","100","25","29","0","0","0"
"544","fully connected","normal","100","25","28","2","68","2"
"577","fully connected","normal","100","25","29","1","31","1"
"578","fully connected","normal","100","25","29","0","0","0"
"544","fully connected","normal","100","25","28","3","99","3"
"577","fully connected","normal","100","25","29","2","78","2"
"578","fully connected","normal","100","25","29","1","46","1"
"544","fully connected","normal","100","25","28","4","100","4"
"577","fully connected","normal","100","25","29","3","100","3"
"578","fully connected","normal","100","25","29","2","95","2"
"578","fully connected","normal","100","25","29","3","99","3"
"579","fully connected","normal","100","25","29","0","0","0"
"578","fully connected","normal","100","25","29","4","100","4"
"579","fully connected","normal","100","25","29","1","35","1"
"580","fully connected","normal","100","25","29","0","0","0"
"579","fully connected","normal","100","25","29","2","85","2"
"580","fully connected","normal","100","25","29","1","33","1"
"579","fully connected","normal","100","25","29","3","99","3"
"580","fully connected","normal","100","25","29","2","69","2"
"579","fully connected","normal","100","25","29","4","100","4"
