"BehaviorSpace results (NetLogo 7.0.3)","Table version 2.0"
"Granovetter's_threshold_model_of_collective_behaviour.nlogo"
"mean-effect"
"05/25/2026 19:52:47:781 +0900"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","network","threshold-distribution","number-of-agents","sd-threshold","mean-threshold","[step]","final-proportion","ticks"
"501","fully connected","normal","100","20","17","1","59","1"
"500","fully connected","normal","100","20","17","2","100","2"
"501","fully connected","normal","100","20","17","2","100","2"
"502","fully connected","normal","100","20","17","0","0","0"
"502","fully connected","normal","100","20","17","1","23","1"
"502","fully connected","normal","100","20","17","2","82","2"
"502","fully connected","normal","100","20","17","3","100","3"
"503","fully connected","normal","100","20","17","0","0","0"
"503","fully connected","normal","100","20","17","1","64","1"
"503","fully connected","normal","100","20","17","2","100","2"
"446","fully connected","normal","100","20","15","2","100","2"
"504","fully connected","normal","100","20","17","0","0","0"
"506","fully connected","normal","100","20","17","0","0","0"
"505","fully connected","normal","100","20","17","0","0","0"
"507","fully connected","normal","100","20","17","0","0","0"
"506","fully connected","normal","100","20","17","1","59","1"
"504","fully connected","normal","100","20","17","1","57","1"
"505","fully connected","normal","100","20","17","1","41","1"
"507","fully connected","normal","100","20","17","1","56","1"
"506","fully connected","normal","100","20","17","2","100","2"
"504","fully connected","normal","100","20","17","2","99","2"
"507","fully connected","normal","100","20","17","2","100","2"
"505","fully connected","normal","100","20","17","2","99","2"
"504","fully connected","normal","100","20","17","3","100","3"
"505","fully connected","normal","100","20","17","3","100","3"
"508","fully connected","normal","100","20","17","0","0","0"
"508","fully connected","normal","100","20","17","1","62","1"
"508","fully connected","normal","100","20","17","2","99","2"
"508","fully connected","normal","100","20","17","3","100","3"
"509","fully connected","normal","100","20","17","0","0","0"
"511","fully connected","normal","100","20","18","0","0","0"
"510","fully connected","normal","100","20","17","0","0","0"
"509","fully connected","normal","100","20","17","1","45","1"
"511","fully connected","normal","100","20","18","1","49","1"
"509","fully connected","normal","100","20","17","2","98","2"
"510","fully connected","normal","100","20","17","1","50","1"
"511","fully connected","normal","100","20","18","2","99","2"
"509","fully connected","normal","100","20","17","3","100","3"
"510","fully connected","normal","100","20","17","2","100","2"
"511","fully connected","normal","100","20","18","3","100","3"
"478","fully connected","normal","100","20","16","3","100","3"
"513","fully connected","normal","100","20","18","0","0","0"
"513","fully connected","normal","100","20","18","1","45","1"
"514","fully connected","normal","100","20","18","0","0","0"
"513","fully connected","normal","100","20","18","2","99","2"
"514","fully connected","normal","100","20","18","1","55","1"
"513","fully connected","normal","100","20","18","3","100","3"
"515","fully connected","normal","100","20","18","0","0","0"
"514","fully connected","normal","100","20","18","2","99","2"
"515","fully connected","normal","100","20","18","1","61","1"
"516","fully connected","normal","100","20","18","0","0","0"
"514","fully connected","normal","100","20","18","3","100","3"
"515","fully connected","normal","100","20","18","2","96","2"
"516","fully connected","normal","100","20","18","1","58","1"
"515","fully connected","normal","100","20","18","3","100","3"
"516","fully connected","normal","100","20","18","2","99","2"
"516","fully connected","normal","100","20","18","3","100","3"
"517","fully connected","normal","100","20","18","0","0","0"
"517","fully connected","normal","100","20","18","1","43","1"
"517","fully connected","normal","100","20","18","2","96","2"
"517","fully connected","normal","100","20","18","3","100","3"
"518","fully connected","normal","100","20","18","0","0","0"
"518","fully connected","normal","100","20","18","1","51","1"
"518","fully connected","normal","100","20","18","2","99","2"
"518","fully connected","normal","100","20","18","3","100","3"
"520","fully connected","normal","100","20","18","0","0","0"
"519","fully connected","normal","100","20","18","0","0","0"
"521","fully connected","normal","100","20","18","0","0","0"
"521","fully connected","normal","100","20","18","1","43","1"
"520","fully connected","normal","100","20","18","1","31","1"
"519","fully connected","normal","100","20","18","1","53","1"
"521","fully connected","normal","100","20","18","2","98","2"
"520","fully connected","normal","100","20","18","2","88","2"
"519","fully connected","normal","100","20","18","2","100","2"
"521","fully connected","normal","100","20","18","3","100","3"
"520","fully connected","normal","100","20","18","3","100","3"
"522","fully connected","normal","100","20","18","0","0","0"
"522","fully connected","normal","100","20","18","1","44","1"
"522","fully connected","normal","100","20","18","2","97","2"
"523","fully connected","normal","100","20","18","0","0","0"
"522","fully connected","normal","100","20","18","3","100","3"
"523","fully connected","normal","100","20","18","1","71","1"
"523","fully connected","normal","100","20","18","2","99","2"
"525","fully connected","normal","100","20","18","0","0","0"
"523","fully connected","normal","100","20","18","3","100","3"
"526","fully connected","normal","100","20","18","0","0","0"
"525","fully connected","normal","100","20","18","1","49","1"
"524","fully connected","normal","100","20","18","0","0","0"
"526","fully connected","normal","100","20","18","1","46","1"
"524","fully connected","normal","100","20","18","1","58","1"
"526","fully connected","normal","100","20","18","2","100","2"
"524","fully connected","normal","100","20","18","2","99","2"
"524","fully connected","normal","100","20","18","3","100","3"
"528","fully connected","normal","100","20","18","0","0","0"
"528","fully connected","normal","100","20","18","1","29","1"
"528","fully connected","normal","100","20","18","2","90","2"
"528","fully connected","normal","100","20","18","3","100","3"
"529","fully connected","normal","100","20","18","0","0","0"
"529","fully connected","normal","100","20","18","1","37","1"
"529","fully connected","normal","100","20","18","2","97","2"
"529","fully connected","normal","100","20","18","3","100","3"
"530","fully connected","normal","100","20","18","0","0","0"
"530","fully connected","normal","100","20","18","1","42","1"
"530","fully connected","normal","100","20","18","2","98","2"
"531","fully connected","normal","100","20","18","0","0","0"
"530","fully connected","normal","100","20","18","3","100","3"
"531","fully connected","normal","100","20","18","1","53","1"
"531","fully connected","normal","100","20","18","2","99","2"
"531","fully connected","normal","100","20","18","3","100","3"
"532","fully connected","normal","100","20","18","0","0","0"
"532","fully connected","normal","100","20","18","1","48","1"
"532","fully connected","normal","100","20","18","2","99","2"
"532","fully connected","normal","100","20","18","3","100","3"
"533","fully connected","normal","100","20","18","0","0","0"
"533","fully connected","normal","100","20","18","1","53","1"
"533","fully connected","normal","100","20","18","2","97","2"
"533","fully connected","normal","100","20","18","3","100","3"
"534","fully connected","normal","100","20","18","0","0","0"
"534","fully connected","normal","100","20","18","1","58","1"
"534","fully connected","normal","100","20","18","2","99","2"
"534","fully connected","normal","100","20","18","3","100","3"
"535","fully connected","normal","100","20","18","0","0","0"
"535","fully connected","normal","100","20","18","1","45","1"
"535","fully connected","normal","100","20","18","2","99","2"
"535","fully connected","normal","100","20","18","3","100","3"
"536","fully connected","normal","100","20","18","0","0","0"
"536","fully connected","normal","100","20","18","1","46","1"
"536","fully connected","normal","100","20","18","2","98","2"
"537","fully connected","normal","100","20","18","0","0","0"
"537","fully connected","normal","100","20","18","1","41","1"
"536","fully connected","normal","100","20","18","3","100","3"
"537","fully connected","normal","100","20","18","2","98","2"
"538","fully connected","normal","100","20","18","0","0","0"
"537","fully connected","normal","100","20","18","3","100","3"
"538","fully connected","normal","100","20","18","1","38","1"
"538","fully connected","normal","100","20","18","2","98","2"
"538","fully connected","normal","100","20","18","3","100","3"
"539","fully connected","normal","100","20","18","0","0","0"
"539","fully connected","normal","100","20","18","1","45","1"
"539","fully connected","normal","100","20","18","2","96","2"
"539","fully connected","normal","100","20","18","3","100","3"
"540","fully connected","normal","100","20","18","0","0","0"
"540","fully connected","normal","100","20","18","1","27","1"
"540","fully connected","normal","100","20","18","2","98","2"
"540","fully connected","normal","100","20","18","3","100","3"
"541","fully connected","normal","100","20","19","0","0","0"
"542","fully connected","normal","100","20","19","0","0","0"
"541","fully connected","normal","100","20","19","1","58","1"
"542","fully connected","normal","100","20","19","1","44","1"
"541","fully connected","normal","100","20","19","2","100","2"
"542","fully connected","normal","100","20","19","2","100","2"
